Freq,FFT
629.71,-0.25612
630.17,-0.34570
630.62,-0.40733
631.08,-0.43567
631.53,-0.42812
631.99,-0.38501
632.44,-0.30965
632.89,-0.20804
633.35,-0.08839
633.80,+0.03951
634.26,+0.16511
634.71,+0.27799
635.17,+0.36869
635.62,+0.42952
636.07,+0.45521
636.53,+0.44336
636.98,+0.39467
637.44,+0.31290
637.89,+0.20457
638.35,+0.07847
638.80,-0.05507
639.25,-0.18506
639.71,-0.30067
640.16,-0.39223
640.62,-0.45195
641.07,-0.47466
641.53,-0.45819
641.98,-0.40363
642.44,-0.31521
642.89,-0.20002
643.34,-0.06741
643.80,+0.07176
644.25,+0.20600
644.71,+0.32414
645.16,+0.41628
645.62,+0.47458
646.07,+0.49398
646.52,+0.47257
646.98,+0.41185
647.43,+0.31656
647.89,+0.19436
648.34,+0.05517
648.80,-0.08958
649.25,-0.22794
649.70,-0.34840
650.16,-0.44083
650.61,-0.49739
651.07,-0.51314
651.52,-0.48647
651.98,-0.41930
652.43,-0.31691
652.89,-0.18755
653.34,-0.04174
653.79,+0.10854
654.25,+0.25088
654.70,+0.37341
655.16,+0.46586
655.61,+0.52035
656.07,+0.53209
656.52,+0.49983
656.97,+0.42593
657.43,+0.31623
657.88,+0.17958
658.34,+0.02711
658.79,-0.12864
659.25,-0.27480
659.70,-0.39918
660.15,-0.49134
660.61,-0.54341
661.06,-0.55081
661.52,-0.51263
661.97,-0.43171
662.43,-0.31449
662.88,-0.17041
663.33,-0.01126
663.79,+0.14990
664.24,+0.29971
664.70,+0.42569
665.15,+0.51725
665.61,+0.56656
666.06,+0.56926
666.52,+0.52482
666.97,+0.43660
667.42,+0.31164
667.88,+0.16003
668.33,-0.00584
668.79,-0.17231
669.24,-0.32560
669.70,-0.45292
670.15,-0.54355
670.60,-0.58975
671.06,-0.58739
671.51,-0.53636
671.97,-0.44056
672.42,-0.30765
672.88,-0.14839
673.33,+0.02420
673.78,+0.19589
674.24,+0.35247
674.69,+0.48086
675.15,+0.57024
675.60,+0.61296
676.06,+0.60518
676.51,+0.54722
676.96,+0.44356
677.42,+0.30249
677.87,+0.13547
678.33,-0.04384
678.78,-0.22065
679.24,-0.38031
679.69,-0.50949
680.15,-0.59728
680.60,-0.63615
681.05,-0.62257
681.51,-0.55734
681.96,-0.44554
682.42,-0.29613
682.87,-0.12125
683.33,+0.06477
683.78,+0.24659
684.23,+0.40913
684.69,+0.53879
685.14,+0.62464
685.60,+0.65929
686.05,+0.63954
686.51,+0.56670
686.96,+0.44647
687.41,+0.28852
687.87,+0.10569
688.32,-0.08703
688.78,-0.27373
689.23,-0.43891
689.69,-0.56876
690.14,-0.65230
690.60,-0.68234
691.05,-0.65604
691.50,-0.57525
691.96,-0.44631
692.41,-0.27963
692.87,-0.08876
693.32,+0.11063
693.78,+0.30207
694.23,+0.46966
694.68,+0.59938
695.14,+0.68024
695.59,+0.70527
696.05,+0.67203
696.50,+0.58294
696.96,+0.44502
697.41,+0.26942
697.86,+0.07044
698.32,-0.13558
698.77,-0.33162
699.23,-0.50137
699.68,-0.63062
700.14,-0.70843
700.59,-0.72804
701.04,-0.68747
701.50,-0.58973
701.95,-0.44255
702.41,-0.25785
702.86,-0.05069
703.32,+0.16192
703.77,+0.36238
704.23,+0.53404
704.68,+0.66249
705.13,+0.73684
705.59,+0.75062
706.04,+0.70232
706.50,+0.59557
706.95,+0.43887
707.41,+0.24489
707.86,+0.02947
708.31,-0.18966
708.77,-0.39438
709.22,-0.56766
709.68,-0.69495
710.13,-0.76545
710.59,-0.77298
711.04,-0.71654
711.49,-0.60043
711.95,-0.43391
712.40,-0.23048
712.86,-0.00677
713.31,+0.21882
713.77,+0.42762
714.22,+0.60223
714.68,+0.72800
715.13,+0.79423
715.58,+0.79507
716.04,+0.73007
716.49,+0.60425
716.95,+0.42764
717.40,+0.21460
717.86,-0.01747
718.31,-0.24944
718.76,-0.46212
719.22,-0.63776
719.67,-0.76163
720.13,-0.82314
720.58,-0.81686
721.04,-0.74289
721.49,-0.60698
721.94,-0.42001
722.40,-0.19718
722.85,+0.04327
723.31,+0.28154
723.76,+0.49788
724.22,+0.67425
724.67,+0.79581
725.12,+0.85217
725.58,+0.83830
726.03,+0.75494
726.49,+0.60858
726.94,+0.41098
727.40,+0.17820
727.85,-0.07068
728.31,-0.31514
728.76,-0.53493
729.21,-0.71168
729.67,-0.83053
730.12,-0.88130
730.58,-0.85938
731.03,-0.76617
731.49,-0.60899
731.94,-0.40047
732.39,-0.15759
732.85,+0.09973
733.30,+0.35028
733.76,+0.57327
734.21,+0.75008
734.67,+0.86579
735.12,+0.91048
735.57,+0.88003
736.03,+0.77654
736.48,+0.60816
736.94,+0.38845
737.39,+0.13532
737.85,-0.13047
738.30,-0.38699
738.76,-0.61294
739.21,-0.78943
739.66,-0.90156
740.12,-0.93969
740.57,-0.90023
741.03,-0.78601
741.48,-0.60604
741.94,-0.37486
742.39,-0.11132
742.84,+0.16295
743.30,+0.42530
743.75,+0.65394
744.21,+0.82974
744.66,+0.93784
745.12,+0.96891
745.57,+0.91993
746.02,+0.79450
746.48,+0.60257
746.93,+0.35964
747.39,+0.08554
747.84,-0.19721
748.30,-0.46525
748.75,-0.69630
749.20,-0.87102
749.66,-0.97462
750.11,-0.99812
750.57,-0.93910
751.02,-0.80199
751.48,-0.59768
751.93,-0.34272
752.39,-0.05792
752.84,+0.23330
753.29,+0.50688
753.75,+0.74005
754.20,+0.91328
754.66,+1.01189
755.11,+1.02727
755.57,+0.95768
756.02,+0.80840
756.47,+0.59133
756.93,+0.32405
757.38,+0.02840
757.84,-0.27129
758.29,-0.55023
758.75,-0.78521
759.20,-0.95653
759.65,-1.04963
760.11,-1.05635
760.56,-0.97564
761.02,-0.81369
761.47,-0.58343
761.93,-0.30354
762.38,+0.00309
762.84,+0.31122
763.29,+0.59535
763.74,+0.83183
764.20,+1.00078
764.65,+1.08784
765.11,+1.08533
765.56,+0.99293
766.02,+0.81779
766.47,+0.57393
766.92,+0.28114
767.38,-0.03662
767.83,-0.35317
768.29,-0.64230
768.74,-0.87992
769.20,-1.04605
769.65,-1.12652
770.10,-1.11418
770.56,-1.00951
771.01,-0.82064
771.47,-0.56274
771.92,-0.25675
772.38,+0.07227
772.83,+0.39721
773.28,+0.69114
773.74,+0.92954
774.19,+1.09235
774.65,+1.16566
775.10,+1.14287
775.56,+1.02532
776.01,+0.82219
776.47,+0.54979
776.92,+0.23030
777.37,-0.11013
777.83,-0.44341
778.28,-0.74191
778.74,-0.98072
779.19,-1.13971
779.65,-1.20526
780.10,-1.17138
780.55,-1.04032
781.01,-0.82235
781.46,-0.53501
781.92,-0.20169
782.37,+0.15028
782.83,+0.49186
783.28,+0.79471
783.73,+1.03352
784.19,+1.18816
784.64,+1.24532
785.10,+1.19969
785.55,+1.05445
786.01,+0.82105
786.46,+0.51829
786.91,+0.17083
787.37,-0.19282
787.82,-0.54264
788.28,-0.84959
788.73,-1.08800
789.19,-1.23772
789.64,-1.28584
790.10,-1.22776
790.55,-1.06767
791.00,-0.81823
791.46,-0.49955
791.91,-0.13762
792.37,+0.23786
792.82,+0.59587
793.28,+0.90666
793.73,+1.14422
794.18,+1.28844
794.64,+1.32683
795.09,+1.25557
795.55,+1.07992
796.00,+0.81379
796.46,+0.47868
796.91,+0.10193
797.36,-0.28552
797.82,-0.65164
798.27,-0.96600
798.73,-1.20225
799.18,-1.34036
799.64,-1.36830
800.09,-1.28310
800.55,-1.09113
801.00,-0.80765
801.45,-0.45557
801.91,-0.06364
802.36,+0.33593
802.82,+0.71009
803.27,+1.02772
803.73,+1.26217
804.18,+1.39352
804.63,+1.41026
805.09,+1.31031
805.54,+1.10125
806.00,+0.79971
806.45,+0.43011
806.91,+0.02263
807.36,-0.38922
807.81,-0.77135
808.27,-1.09195
808.72,-1.32408
809.18,-1.44798
809.63,-1.45273
810.09,-1.33719
810.54,-1.11021
810.99,-0.78988
811.45,-0.40215
811.90,+0.02127
812.36,+0.44556
812.81,+0.83557
813.27,+1.15881
813.72,+1.38808
814.18,+1.50381
814.63,+1.49572
815.08,+1.36371
815.54,+1.11793
815.99,+0.77803
816.45,+0.37156
816.90,-0.06822
817.36,-0.50512
817.81,-0.90292
818.26,-1.22845
818.72,-1.45428
819.17,-1.56109
819.63,-1.53928
820.08,-1.38984
820.54,-1.12435
820.99,-0.76405
821.44,-0.33818
821.90,+0.11840
822.35,+0.56809
822.81,+0.97359
823.26,+1.30104
823.72,+1.52283
824.17,+1.61990
824.63,+1.58343
825.08,+1.41557
825.53,+1.12938
825.99,+0.74781
826.44,+0.30184
826.90,-0.17202
827.35,-0.63469
827.81,-1.04779
828.26,-1.37678
828.71,-1.59387
829.17,-1.68035
829.62,-1.62821
830.08,-1.44086
830.53,-1.13294
830.99,-0.72916
831.44,-0.26233
831.89,+0.22929
832.35,+0.70516
832.80,+1.12575
833.26,+1.45587
833.71,+1.66757
834.17,+1.74254
834.62,+1.67367
835.07,+1.46570
835.53,+1.13492
835.98,+0.70793
836.44,+0.21945
836.89,-0.29049
837.35,-0.77977
837.80,-1.20775
838.26,-1.53856
838.71,-1.74414
839.16,-1.80663
839.62,-1.71987
840.07,-1.49005
840.53,-1.13523
840.98,-0.68396
841.44,-0.17295
841.89,+0.35588
842.34,+0.85884
842.80,+1.29409
843.25,+1.62512
843.71,+1.82380
844.16,+1.87275
844.62,+1.76688
845.07,+1.51391
845.52,+1.13375
845.98,+0.65703
846.43,+0.12256
846.89,-0.42579
847.34,-0.94270
847.80,-1.38512
848.25,-1.71588
848.71,-1.90680
849.16,-1.94109
849.61,-1.81479
850.07,-1.53724
850.52,-1.13035
850.98,-0.62693
851.43,-0.06797
851.89,+0.50060
852.34,+1.03175
852.79,+1.48122
853.25,+1.81119
853.70,+1.99345
854.16,+2.01185
854.61,+1.86369
855.07,+1.56003
855.52,+1.12489
855.97,+0.59339
856.43,+0.00884
856.88,-0.58071
857.34,-1.12645
857.79,-1.58286
858.25,-1.91146
858.70,-2.08409
859.15,-2.08529
859.61,-1.91370
860.06,-1.58225
860.52,-1.11721
860.97,-0.55613
861.43,+0.05523
861.88,+0.66660
862.34,+1.22732
862.79,+1.69055
863.24,+2.01718
863.70,+2.17910
864.15,+2.16167
864.61,+1.96495
865.06,+1.60388
865.52,+1.10713
865.97,+0.51482
866.42,-0.12471
866.88,-0.75883
867.33,-1.33495
867.79,-1.80490
868.24,-2.12889
868.70,-2.27896
869.15,-2.24132
869.60,-2.01761
870.06,-1.62491
870.51,-1.09445
870.97,-0.46908
871.42,+0.20011
871.88,+0.85802
872.33,+1.45004
872.79,+1.92659
873.24,+2.24725
873.69,+2.38421
874.15,+2.32463
874.60,+2.07187
875.06,+1.64532
875.51,+1.07892
875.97,+0.41847
876.42,-0.28205
876.87,-0.96492
877.33,-1.57340
877.78,-2.05646
878.24,-2.37301
878.69,-2.49546
879.15,-2.41204
879.60,-2.12796
880.05,-1.66508
880.51,-1.06028
880.96,-0.36248
881.42,+0.37124
881.87,+1.08039
882.33,+1.70598
882.78,+2.19545
883.23,+2.50706
883.69,+2.61347
884.14,+2.50409
884.60,+2.18614
885.05,+1.68418
885.51,+1.03820
885.96,+0.30052
886.42,-0.46852
886.87,-1.20545
887.32,-1.84890
887.78,-2.34470
888.23,-2.65044
888.69,-2.73911
889.14,-2.60142
889.60,-2.24676
890.05,-1.70260
890.50,-1.01233
890.96,-0.23187
891.41,+0.57489
891.87,+1.34131
892.32,+2.00348
892.78,+2.50555
893.23,+2.80442
893.68,+2.87345
894.14,+2.70478
894.59,+2.31020
895.05,+1.72032
895.50,+0.98222
895.96,+0.15570
896.41,-0.69152
896.86,-1.48940
897.32,-2.17132
897.77,-2.67962
898.23,-2.97049
898.68,-3.01774
899.14,-2.81509
899.59,-2.37694
900.05,-1.73733
900.50,-0.94734
900.95,-0.07100
901.41,+0.81985
901.86,+1.65148
902.32,+2.35434
902.77,+2.86885
903.23,+3.15048
903.68,+3.17352
904.13,+2.93346
904.59,+2.44756
905.04,+1.75361
905.50,+0.90706
905.95,-0.02345
906.41,-0.96159
906.86,-1.82964
907.31,-2.55487
907.77,-3.07563
908.22,-3.34660
908.68,-3.34266
909.13,-3.06125
909.59,-2.52277
910.04,-1.76915
910.50,-0.86061
910.95,+0.12914
911.40,+1.11888
911.86,+2.02650
912.31,+2.77580
912.77,+3.30288
913.22,+3.56159
913.68,+3.52748
914.13,+3.20014
914.58,+2.60346
915.04,+1.78393
915.49,+0.80704
915.95,-0.24794
916.40,-1.29435
916.86,-2.24527
917.31,-3.02069
917.76,-3.55425
918.22,-3.79887
918.67,-3.73087
919.13,-3.35225
919.58,-2.69075
920.04,-1.79794
920.49,-0.74516
920.94,+0.38214
921.40,+1.49128
921.85,+2.48999
922.31,+3.29405
922.76,+3.83433
923.22,+4.06275
923.67,+3.95649
924.13,+3.52023
924.58,+2.78606
925.03,+1.81117
925.49,+0.67346
925.94,-0.53468
926.40,-1.71388
926.85,-2.76585
927.31,-3.60161
927.76,-4.14898
928.21,-4.35874
928.67,-4.20903
929.12,-3.70752
929.58,-2.89119
930.03,-1.82360
930.49,-0.59002
930.94,+0.70937
931.39,+1.96756
931.85,+3.07950
932.30,+3.95083
932.76,+4.50584
933.21,+4.69402
933.67,+4.49458
934.12,+3.91860
934.58,+3.00855
935.03,+1.83523
935.48,+0.49229
935.94,-0.91117
936.39,-2.25946
936.85,-3.43975
937.30,-4.35151
937.76,-4.91498
938.21,-5.07810
938.66,-4.82127
939.12,-4.15942
939.57,-3.14131
940.03,-1.84603
940.48,-0.37690
940.94,+1.14673
941.39,+2.59912
941.84,+3.85843
942.30,+4.81690
942.75,+5.39001
943.21,+5.52385
943.66,+5.20009
944.12,+4.43806
944.57,+3.29380
945.02,+1.85601
945.48,+0.23923
945.93,-1.42519
946.39,-2.99969
946.84,-4.35181
947.30,-5.36524
947.75,-5.94975
948.21,-6.04910
948.66,-5.64632
949.11,-4.76582
949.57,-3.47210
950.02,-1.86515
950.48,-0.07280
950.93,+1.75936
951.39,+3.47968
951.84,+4.94294
952.29,+6.02247
952.75,+6.62100
953.20,+6.67931
953.66,+6.18185
954.11,+5.15888
954.57,+3.68493
955.02,+1.87345
955.47,-0.13178
955.93,-2.16791
956.38,-4.06614
956.84,-5.66556
957.29,-6.82665
957.75,-7.44326
958.20,-7.45216
958.66,-6.83917
959.11,-5.64140
959.56,-3.94537
960.02,-1.88089
960.47,+0.38864
960.93,+2.67904
961.38,+4.80008
961.84,+6.57106
962.29,+7.83602
962.74,+8.47721
963.20,+8.42578
963.65,+7.66864
964.11,+6.25095
964.56,+4.27384
965.02,+1.88748
965.47,-0.72010
965.92,-3.33752
966.38,-5.74694
966.83,-7.74184
967.29,-9.14445
967.74,-9.82118
968.20,-9.69487
968.65,-8.75278
969.10,-7.04947
969.56,-4.70424
970.01,-1.89320
970.47,+1.16359
970.92,+4.21888
971.38,+7.01784
971.83,+9.31880
972.29,+10.91355
972.74,+11.64561
973.19,+11.42477
973.65,+10.23670
974.10,+8.14670
974.56,+5.29707
975.01,+1.89804
975.47,-1.78702
975.92,-5.46136
976.37,-8.81799
976.83,-11.56439
977.28,-13.44712
977.74,-14.27403
978.19,-13.93240
978.65,-12.40137
979.10,-9.75737
979.55,-6.17200
980.01,-1.90202
980.46,+2.72780
980.92,+7.34807
981.37,+11.57277
981.83,+15.02981
982.28,+17.39177
982.74,+18.40457
983.19,+17.91159
983.64,+15.87122
984.10,+12.36620
984.55,+7.60362
985.01,+1.90511
985.46,-4.31231
985.92,-10.56390
986.37,-16.33155
986.82,-21.10258
987.28,-24.41026
987.73,-25.87318
988.19,-25.23041
988.64,-22.36973
989.10,-17.34657
989.55,-10.39180
990.00,-1.90732
990.46,+7.55073
990.91,+17.30060
991.37,+26.57379
991.82,+34.56197
992.28,+40.46899
992.73,+43.56465
993.18,+43.23663
993.64,+39.03704
994.09,+30.72027
994.55,+18.26934
995.00,+1.90865
995.46,-17.89811
995.91,-40.46514
996.37,-64.91614
996.82,-90.22859
997.27,-115.28821
997.73,-138.95024
998.18,-160.10390
998.64,-177.73592
999.09,-190.98918
999.55,-199.21274
