10001
(00000) Freq	Fast Fourier Transform
(02279) +227.78    |  -0.98399 j -0.85537
(02280) +227.88    |  +1.14565 j +0.99652
(02281) +227.98    |  -0.87029 j -0.75749
(02282) +228.08    |  +0.26345 j +0.22945
(02283) +228.18    |  +0.44306 j +0.38613
(02284) +228.28    |  -0.97975 j -0.85439
(02285) +228.38    |  +1.14220 j +0.99668
(02286) +228.48    |  -0.86894 j -0.75872
(02287) +228.58    |  +0.26472 j +0.23128
(02288) +228.68    |  +0.43967 j +0.38439
(02289) +228.78    |  -0.97553 j -0.85341
(02290) +228.88    |  +1.13876 j +0.99683
(02291) +228.98    |  -0.86759 j -0.75994
(02292) +229.08    |  +0.26597 j +0.23312
(02293) +229.18    |  +0.43630 j +0.38265
(02294) +229.28    |  -0.97132 j -0.85242
(02295) +229.38    |  +1.13532 j +0.99698
(02296) +229.48    |  -0.86624 j -0.76117
(02297) +229.58    |  +0.26721 j +0.23495
(02298) +229.68    |  +0.43294 j +0.38091
(02299) +229.78    |  -0.96713 j -0.85144
(02300) +229.88    |  +1.13190 j +0.99712
(02301) +229.98    |  -0.86488 j -0.76239
(02302) +230.08    |  +0.26844 j +0.23678
(02303) +230.18    |  +0.42959 j +0.37916
(02304) +230.28    |  -0.96295 j -0.85045
(02305) +230.38    |  +1.12848 j +0.99726
(02306) +230.48    |  -0.86353 j -0.76360
(02307) +230.58    |  +0.26967 j +0.23861
(02308) +230.68    |  +0.42626 j +0.37742
(02309) +230.78    |  -0.95879 j -0.84945
(02310) +230.88    |  +1.12507 j +0.99740
(02311) +230.98    |  -0.86217 j -0.76482
(02312) +231.08    |  +0.27087 j +0.24044
(02313) +231.18    |  +0.42295 j +0.37567
(02314) +231.28    |  -0.95464 j -0.84846
(02315) +231.38    |  +1.12166 j +0.99754
(02316) +231.48    |  -0.86081 j -0.76603
(02317) +231.58    |  +0.27207 j +0.24227
(02318) +231.68    |  +0.41966 j +0.37392
(02319) +231.78    |  -0.95050 j -0.84746
(02320) +231.88    |  +1.11827 j +0.99767
(02321) +231.98    |  -0.85945 j -0.76724
(02322) +232.08    |  +0.27326 j +0.24410
(02323) +232.18    |  +0.41637 j +0.37217
(02324) +232.28    |  -0.94638 j -0.84646
(02325) +232.38    |  +1.11488 j +0.99779
(02326) +232.48    |  -0.85808 j -0.76845
(02327) +232.58    |  +0.27444 j +0.24593
(02328) +232.68    |  +0.41311 j +0.37042
(02329) +232.78    |  -0.94228 j -0.84545
(02330) +232.88    |  +1.11150 j +0.99792
(02331) +232.98    |  -0.85672 j -0.76966
(02332) +233.08    |  +0.27560 j +0.24775
(02333) +233.18    |  +0.40986 j +0.36867
(02334) +233.28    |  -0.93818 j -0.84444
(02335) +233.38    |  +1.10813 j +0.99804
(02336) +233.48    |  -0.85535 j -0.77086
(02337) +233.58    |  +0.27676 j +0.24958
(02338) +233.68    |  +0.40662 j +0.36692
(02339) +233.78    |  -0.93411 j -0.84343
(02340) +233.88    |  +1.10476 j +0.99815
(02341) +233.98    |  -0.85398 j -0.77206
(02342) +234.08    |  +0.27790 j +0.25140
(02343) +234.18    |  +0.40340 j +0.36517
(02344) +234.28    |  -0.93004 j -0.84242
(02345) +234.38    |  +1.10141 j +0.99827
(02346) +234.48    |  -0.85261 j -0.77325
(02347) +234.58    |  +0.27904 j +0.25323
(02348) +234.68    |  +0.40020 j +0.36341
(02349) +234.78    |  -0.92599 j -0.84140
(02350) +234.88    |  +1.09806 j +0.99838
(02351) +234.98    |  -0.85123 j -0.77445
(02352) +235.08    |  +0.28016 j +0.25505
(02353) +235.18    |  +0.39701 j +0.36166
(02354) +235.28    |  -0.92196 j -0.84038
(02355) +235.38    |  +1.09471 j +0.99848
(02356) +235.48    |  -0.84986 j -0.77564
(02357) +235.58    |  +0.28127 j +0.25687
(02358) +235.68    |  +0.39384 j +0.35990
(02359) +235.78    |  -0.91793 j -0.83936
(02360) +235.88    |  +1.09138 j +0.99858
(02361) +235.98    |  -0.84848 j -0.77683
(02362) +236.08    |  +0.28238 j +0.25869
(02363) +236.18    |  +0.39068 j +0.35814
(02364) +236.28    |  -0.91392 j -0.83833
(02365) +236.38    |  +1.08805 j +0.99868
(02366) +236.48    |  -0.84710 j -0.77801
(02367) +236.58    |  +0.28347 j +0.26051
(02368) +236.68    |  +0.38753 j +0.35638
(02369) +236.78    |  -0.90993 j -0.83730
(02370) +236.88    |  +1.08473 j +0.99878
(02371) +236.98    |  -0.84572 j -0.77919
(02372) +237.08    |  +0.28455 j +0.26233
(02373) +237.18    |  +0.38441 j +0.35462
(02374) +237.28    |  -0.90595 j -0.83627
(02375) +237.38    |  +1.08141 j +0.99887
(02376) +237.48    |  -0.84433 j -0.78037
(02377) +237.58    |  +0.28562 j +0.26415
(02378) +237.68    |  +0.38129 j +0.35285
(02379) +237.78    |  -0.90198 j -0.83524
(02380) +237.88    |  +1.07811 j +0.99896
(02381) +237.98    |  -0.84294 j -0.78155
(02382) +238.08    |  +0.28668 j +0.26597
(02383) +238.18    |  +0.37819 j +0.35109
(02384) +238.28    |  -0.89803 j -0.83420
(02385) +238.38    |  +1.07481 j +0.99904
(02386) +238.48    |  -0.84156 j -0.78273
(02387) +238.58    |  +0.28773 j +0.26778
(02388) +238.68    |  +0.37511 j +0.34932
(02389) +238.78    |  -0.89409 j -0.83316
(02390) +238.88    |  +1.07151 j +0.99912
(02391) +238.98    |  -0.84017 j -0.78390
(02392) +239.08    |  +0.28877 j +0.26960
(02393) +239.18    |  +0.37204 j +0.34756
(02394) +239.28    |  -0.89016 j -0.83211
(02395) +239.38    |  +1.06823 j +0.99920
(02396) +239.48    |  -0.83877 j -0.78507
(02397) +239.58    |  +0.28980 j +0.27141
(02398) +239.68    |  +0.36898 j +0.34579
(02399) +239.78    |  -0.88624 j -0.83107
(02400) +239.88    |  +1.06495 j +0.99927
(02401) +239.98    |  -0.83738 j -0.78623
(02402) +240.08    |  +0.29082 j +0.27323
(02403) +240.18    |  +0.36594 j +0.34402
(02404) +240.28    |  -0.88234 j -0.83002
(02405) +240.38    |  +1.06168 j +0.99934
(02406) +240.48    |  -0.83598 j -0.78740
(02407) +240.58    |  +0.29183 j +0.27504
(02408) +240.68    |  +0.36291 j +0.34225
(02409) +240.78    |  -0.87846 j -0.82896
(02410) +240.88    |  +1.05841 j +0.99941
(02411) +240.98    |  -0.83458 j -0.78856
(02412) +241.08    |  +0.29283 j +0.27685
(02413) +241.18    |  +0.35990 j +0.34048
(02414) +241.28    |  -0.87458 j -0.82791
(02415) +241.38    |  +1.05515 j +0.99947
(02416) +241.48    |  -0.83318 j -0.78971
(02417) +241.58    |  +0.29382 j +0.27866
(02418) +241.68    |  +0.35690 j +0.33871
(02419) +241.78    |  -0.87072 j -0.82685
(02420) +241.88    |  +1.05190 j +0.99953
(02421) +241.98    |  -0.83178 j -0.79087
(02422) +242.08    |  +0.29480 j +0.28047
(02423) +242.18    |  +0.35392 j +0.33693
(02424) +242.28    |  -0.86687 j -0.82579
(02425) +242.38    |  +1.04866 j +0.99959
(02426) +242.48    |  -0.83038 j -0.79202
(02427) +242.58    |  +0.29577 j +0.28228
(02428) +242.68    |  +0.35095 j +0.33516
(02429) +242.78    |  -0.86303 j -0.82472
(02430) +242.88    |  +1.04542 j +0.99964
(02431) +242.98    |  -0.82897 j -0.79317
(02432) +243.08    |  +0.29672 j +0.28409
(02433) +243.18    |  +0.34799 j +0.33338
(02434) +243.28    |  -0.85921 j -0.82366
(02435) +243.38    |  +1.04219 j +0.99969
(02436) +243.48    |  -0.82756 j -0.79432
(02437) +243.58    |  +0.29767 j +0.28589
(02438) +243.68    |  +0.34505 j +0.33160
(02439) +243.78    |  -0.85540 j -0.82259
(02440) +243.88    |  +1.03896 j +0.99973
(02441) +243.98    |  -0.82615 j -0.79546
(02442) +244.08    |  +0.29861 j +0.28770
(02443) +244.18    |  +0.34212 j +0.32982
(02444) +244.28    |  -0.85160 j -0.82151
(02445) +244.38    |  +1.03575 j +0.99978
(02446) +244.48    |  -0.82474 j -0.79660
(02447) +244.58    |  +0.29954 j +0.28950
(02448) +244.68    |  +0.33921 j +0.32804
(02449) +244.78    |  -0.84782 j -0.82044
(02450) +244.88    |  +1.03254 j +0.99981
(02451) +244.98    |  -0.82333 j -0.79774
(02452) +245.08    |  +0.30046 j +0.29131
(02453) +245.18    |  +0.33631 j +0.32626
(02454) +245.28    |  -0.84405 j -0.81936
(02455) +245.38    |  +1.02933 j +0.99985
(02456) +245.48    |  -0.82191 j -0.79887
(02457) +245.58    |  +0.30137 j +0.29311
(02458) +245.68    |  +0.33342 j +0.32448
(02459) +245.78    |  -0.84029 j -0.81828
(02460) +245.88    |  +1.02613 j +0.99988
(02461) +245.98    |  -0.82050 j -0.80001
(02462) +246.08    |  +0.30228 j +0.29491
(02463) +246.18    |  +0.33055 j +0.32270
(02464) +246.28    |  -0.83654 j -0.81719
(02465) +246.38    |  +1.02294 j +0.99991
(02466) +246.48    |  -0.81908 j -0.80114
(02467) +246.58    |  +0.30317 j +0.29671
(02468) +246.68    |  +0.32769 j +0.32091
(02469) +246.78    |  -0.83281 j -0.81610
(02470) +246.88    |  +1.01976 j +0.99993
(02471) +246.98    |  -0.81766 j -0.80226
(02472) +247.08    |  +0.30405 j +0.29851
(02473) +247.18    |  +0.32484 j +0.31913
(02474) +247.28    |  -0.82909 j -0.81501
(02475) +247.38    |  +1.01658 j +0.99995
(02476) +247.48    |  -0.81623 j -0.80339
(02477) +247.58    |  +0.30492 j +0.30031
(02478) +247.68    |  +0.32201 j +0.31734
(02479) +247.78    |  -0.82538 j -0.81392
(02480) +247.88    |  +1.01341 j +0.99997
(02481) +247.98    |  -0.81481 j -0.80451
(02482) +248.08    |  +0.30578 j +0.30211
(02483) +248.18    |  +0.31919 j +0.31555
(02484) +248.28    |  -0.82168 j -0.81282
(02485) +248.38    |  +1.01024 j +0.99998
(02486) +248.48    |  -0.81338 j -0.80562
(02487) +248.58    |  +0.30664 j +0.30390
(02488) +248.68    |  +0.31639 j +0.31376
(02489) +248.78    |  -0.81799 j -0.81172
(02490) +248.88    |  +1.00708 j +0.99999
(02491) +248.98    |  -0.81195 j -0.80674
(02492) +249.08    |  +0.30748 j +0.30570
(02493) +249.18    |  +0.31359 j +0.31197
(02494) +249.28    |  -0.81432 j -0.81062
(02495) +249.38    |  +1.00393 j +1.00000
(02496) +249.48    |  -0.81052 j -0.80785
(02497) +249.58    |  +0.30832 j +0.30749
(02498) +249.68    |  +0.31082 j +0.31018
(02499) +249.78    |  -0.81066 j -0.80952
(02500) +249.88    |  +1.00079 j +1.00000
(02501) +249.97    |  -0.80909 j -0.80896
(02502) +250.07    |  +0.30914 j +0.30929
(02503) +250.17    |  +0.30805 j +0.30839
(02504) +250.27    |  -0.80701 j -0.80841
(02505) +250.37    |  +0.99765 j +1.00000
(02506) +250.47    |  -0.80765 j -0.81007
(02507) +250.57    |  +0.30996 j +0.31108
(02508) +250.67    |  +0.30530 j +0.30660
(02509) +250.77    |  -0.80338 j -0.80730
(02510) +250.87    |  +0.99451 j +0.99999
(02511) +250.97    |  -0.80622 j -0.81117
(02512) +251.07    |  +0.31076 j +0.31287
(02513) +251.17    |  +0.30256 j +0.30480
(02514) +251.27    |  -0.79975 j -0.80618
(02515) +251.37    |  +0.99139 j +0.99999
(02516) +251.47    |  -0.80478 j -0.81227
(02517) +251.57    |  +0.31156 j +0.31466
(02518) +251.67    |  +0.29983 j +0.30301
(02519) +251.77    |  -0.79614 j -0.80507
(02520) +251.87    |  +0.98826 j +0.99998
(02521) +251.97    |  -0.80334 j -0.81337
(02522) +252.07    |  +0.31235 j +0.31645
(02523) +252.17    |  +0.29712 j +0.30121
(02524) +252.27    |  -0.79254 j -0.80395
(02525) +252.37    |  +0.98515 j +0.99996
(02526) +252.47    |  -0.80190 j -0.81447
(02527) +252.57    |  +0.31313 j +0.31823
(02528) +252.67    |  +0.29442 j +0.29941
(02529) +252.77    |  -0.78895 j -0.80282
(02530) +252.87    |  +0.98204 j +0.99994
(02531) +252.97    |  -0.80046 j -0.81556
(02532) +253.07    |  +0.31390 j +0.32002
(02533) +253.17    |  +0.29173 j +0.29761
(02534) +253.27    |  -0.78537 j -0.80170
(02535) +253.37    |  +0.97894 j +0.99992
(02536) +253.47    |  -0.79901 j -0.81665
(02537) +253.57    |  +0.31466 j +0.32181
(02538) +253.67    |  +0.28906 j +0.29581
(02539) +253.77    |  -0.78181 j -0.80057
(02540) +253.87    |  +0.97584 j +0.99989
(02541) +253.97    |  -0.79756 j -0.81773
(02542) +254.07    |  +0.31541 j +0.32359
(02543) +254.17    |  +0.28640 j +0.29401
(02544) +254.27    |  -0.77825 j -0.79944
(02545) +254.37    |  +0.97275 j +0.99986
(02546) +254.47    |  -0.79611 j -0.81882
(02547) +254.57    |  +0.31615 j +0.32537
(02548) +254.67    |  +0.28375 j +0.29221
(02549) +254.77    |  -0.77471 j -0.79831
(02550) +254.87    |  +0.96967 j +0.99983
(02551) +254.97    |  -0.79466 j -0.81990
(02552) +255.07    |  +0.31689 j +0.32715
(02553) +255.17    |  +0.28112 j +0.29041
(02554) +255.27    |  -0.77118 j -0.79717
(02555) +255.37    |  +0.96659 j +0.99979
(02556) +255.47    |  -0.79321 j -0.82097
(02557) +255.57    |  +0.31761 j +0.32893
(02558) +255.67    |  +0.27849 j +0.28860
(02559) +255.77    |  -0.76766 j -0.79603
(02560) +255.87    |  +0.96352 j +0.99975
(02561) +255.97    |  -0.79176 j -0.82205
(02562) +256.07    |  +0.31833 j +0.33071
(02563) +256.17    |  +0.27588 j +0.28680
(02564) +256.27    |  -0.76415 j -0.79489
(02565) +256.37    |  +0.96045 j +0.99971
(02566) +256.47    |  -0.79030 j -0.82312
(02567) +256.57    |  +0.31903 j +0.33249
(02568) +256.67    |  +0.27328 j +0.28499
(02569) +256.77    |  -0.76066 j -0.79374
(02570) +256.87    |  +0.95739 j +0.99966
(02571) +256.97    |  -0.78884 j -0.82419
(02572) +257.07    |  +0.31973 j +0.33427
(02573) +257.17    |  +0.27070 j +0.28318
(02574) +257.27    |  -0.75717 j -0.79260
(02575) +257.37    |  +0.95434 j +0.99961
(02576) +257.47    |  -0.78738 j -0.82526
(02577) +257.57    |  +0.32042 j +0.33604
(02578) +257.67    |  +0.26813 j +0.28138
(02579) +257.77    |  -0.75370 j -0.79145
(02580) +257.87    |  +0.95129 j +0.99956
(02581) +257.97    |  -0.78592 j -0.82632
(02582) +258.07    |  +0.32110 j +0.33782
(02583) +258.17    |  +0.26557 j +0.27957
(02584) +258.27    |  -0.75024 j -0.79029
(02585) +258.37    |  +0.94825 j +0.99950
(02586) +258.47    |  -0.78446 j -0.82738
(02587) +258.57    |  +0.32177 j +0.33959
(02588) +258.67    |  +0.26302 j +0.27776
(02589) +258.77    |  -0.74679 j -0.78914
(02590) +258.87    |  +0.94521 j +0.99944
(02591) +258.97    |  -0.78299 j -0.82844
(02592) +259.07    |  +0.32244 j +0.34136
(02593) +259.17    |  +0.26048 j +0.27595
(02594) +259.27    |  -0.74335 j -0.78798
(02595) +259.37    |  +0.94218 j +0.99938
(02596) +259.47    |  -0.78153 j -0.82949
(02597) +259.57    |  +0.32309 j +0.34314
(02598) +259.67    |  +0.25796 j +0.27413
(02599) +259.77    |  -0.73992 j -0.78681
(02600) +259.87    |  +0.93916 j +0.99931
(02601) +259.97    |  -0.78006 j -0.83054
(02602) +260.07    |  +0.32374 j +0.34490
(02603) +260.17    |  +0.25545 j +0.27232
(02604) +260.27    |  -0.73650 j -0.78565
(02605) +260.37    |  +0.93614 j +0.99924
(02606) +260.47    |  -0.77859 j -0.83159
(02607) +260.57    |  +0.32437 j +0.34667
(02608) +260.67    |  +0.25295 j +0.27051
(02609) +260.77    |  -0.73310 j -0.78448
(02610) +260.87    |  +0.93312 j +0.99916
(02611) +260.97    |  -0.77712 j -0.83263
(02612) +261.07    |  +0.32500 j +0.34844
(02613) +261.17    |  +0.25046 j +0.26869
(02614) +261.27    |  -0.72970 j -0.78331
(02615) +261.37    |  +0.93012 j +0.99908
(02616) +261.47    |  -0.77564 j -0.83368
(02617) +261.57    |  +0.32562 j +0.35021
(02618) +261.67    |  +0.24799 j +0.26688
(02619) +261.77    |  -0.72632 j -0.78214
(02620) +261.87    |  +0.92712 j +0.99900
(02621) +261.97    |  -0.77417 j -0.83472
(02622) +262.07    |  +0.32623 j +0.35197
(02623) +262.17    |  +0.24552 j +0.26506
(02624) +262.27    |  -0.72295 j -0.78096
(02625) +262.37    |  +0.92412 j +0.99891
(02626) +262.47    |  -0.77269 j -0.83575
(02627) +262.57    |  +0.32684 j +0.35373
(02628) +262.67    |  +0.24307 j +0.26324
(02629) +262.77    |  -0.71958 j -0.77978
(02630) +262.87    |  +0.92113 j +0.99882
(02631) +262.97    |  -0.77121 j -0.83679
(02632) +263.07    |  +0.32743 j +0.35550
(02633) +263.17    |  +0.24063 j +0.26142
(02634) +263.27    |  -0.71623 j -0.77860
(02635) +263.37    |  +0.91815 j +0.99873
(02636) +263.47    |  -0.76973 j -0.83782
(02637) +263.57    |  +0.32802 j +0.35726
(02638) +263.67    |  +0.23821 j +0.25960
(02639) +263.77    |  -0.71289 j -0.77742
(02640) +263.87    |  +0.91517 j +0.99863
(02641) +263.97    |  -0.76825 j -0.83884
(02642) +264.07    |  +0.32860 j +0.35902
(02643) +264.17    |  +0.23579 j +0.25778
(02644) +264.27    |  -0.70956 j -0.77623
(02645) +264.37    |  +0.91219 j +0.99853
(02646) +264.47    |  -0.76676 j -0.83987
(02647) +264.57    |  +0.32917 j +0.36078
(02648) +264.67    |  +0.23339 j +0.25596
(02649) +264.77    |  -0.70624 j -0.77504
(02650) +264.87    |  +0.90923 j +0.99843
(02651) +264.97    |  -0.76528 j -0.84089
(02652) +265.07    |  +0.32973 j +0.36253
(02653) +265.17    |  +0.23099 j +0.25414
(02654) +265.27    |  -0.70294 j -0.77385
(02655) +265.37    |  +0.90626 j +0.99832
(02656) +265.47    |  -0.76379 j -0.84191
(02657) +265.57    |  +0.33028 j +0.36429
(02658) +265.67    |  +0.22861 j +0.25231
(02659) +265.77    |  -0.69964 j -0.77266
(02660) +265.87    |  +0.90331 j +0.99821
(02661) +265.97    |  -0.76230 j -0.84292
(02662) +266.07    |  +0.33083 j +0.36604
(02663) +266.17    |  +0.22625 j +0.25049
(02664) +266.27    |  -0.69635 j -0.77146
(02665) +266.37    |  +0.90036 j +0.99810
(02666) +266.47    |  -0.76081 j -0.84394
(02667) +266.57    |  +0.33136 j +0.36780
(02668) +266.67    |  +0.22389 j +0.24867
(02669) +266.77    |  -0.69308 j -0.77026
(02670) +266.87    |  +0.89741 j +0.99798
(02671) +266.97    |  -0.75932 j -0.84495
(02672) +267.07    |  +0.33189 j +0.36955
(02673) +267.17    |  +0.22154 j +0.24684
(02674) +267.27    |  -0.68981 j -0.76905
(02675) +267.37    |  +0.89447 j +0.99786
(02676) +267.47    |  -0.75783 j -0.84595
(02677) +267.57    |  +0.33241 j +0.37130
(02678) +267.67    |  +0.21921 j +0.24501
(02679) +267.77    |  -0.68655 j -0.76785
(02680) +267.87    |  +0.89154 j +0.99773
(02681) +267.97    |  -0.75633 j -0.84696
(02682) +268.07    |  +0.33292 j +0.37305
(02683) +268.17    |  +0.21689 j +0.24318
(02684) +268.27    |  -0.68331 j -0.76664
(02685) +268.37    |  +0.88861 j +0.99760
(02686) +268.47    |  -0.75483 j -0.84796
(02687) +268.57    |  +0.33343 j +0.37480
(02688) +268.67    |  +0.21458 j +0.24136
(02689) +268.77    |  -0.68008 j -0.76543
(02690) +268.87    |  +0.88568 j +0.99747
(02691) +268.97    |  -0.75334 j -0.84895
(02692) +269.07    |  +0.33392 j +0.37654
(02693) +269.17    |  +0.21228 j +0.23953
(02694) +269.27    |  -0.67685 j -0.76421
(02695) +269.37    |  +0.88277 j +0.99733
(02696) +269.47    |  -0.75184 j -0.84995
(02697) +269.57    |  +0.33441 j +0.37829
(02698) +269.67    |  +0.20999 j +0.23770
(02699) +269.77    |  -0.67364 j -0.76300
(02700) +269.87    |  +0.87985 j +0.99719
(02701) +269.97    |  -0.75033 j -0.85094
(02702) +270.07    |  +0.33489 j +0.38003
(02703) +270.17    |  +0.20772 j +0.23587
(02704) +270.27    |  -0.67044 j -0.76178
(02705) +270.37    |  +0.87695 j +0.99705
(02706) +270.47    |  -0.74883 j -0.85193
(02707) +270.57    |  +0.33536 j +0.38178
(02708) +270.67    |  +0.20545 j +0.23403
(02709) +270.77    |  -0.66724 j -0.76055
(02710) +270.87    |  +0.87404 j +0.99691
(02711) +270.97    |  -0.74733 j -0.85291
(02712) +271.07    |  +0.33583 j +0.38352
(02713) +271.17    |  +0.20320 j +0.23220
(02714) +271.27    |  -0.66406 j -0.75933
(02715) +271.37    |  +0.87115 j +0.99676
(02716) +271.47    |  -0.74582 j -0.85390
(02717) +271.57    |  +0.33628 j +0.38526
(02718) +271.67    |  +0.20095 j +0.23037
(02719) +271.77    |  -0.66089 j -0.75810
(02720) +271.87    |  +0.86826 j +0.99660
(02721) +271.97    |  -0.74431 j -0.85488
(02722) +272.07    |  +0.33673 j +0.38700
(02723) +272.17    |  +0.19872 j +0.22853
(02724) +272.27    |  -0.65773 j -0.75687
(02725) +272.37    |  +0.86537 j +0.99645
(02726) +272.47    |  -0.74280 j -0.85585
(02727) +272.57    |  +0.33717 j +0.38873
(02728) +272.67    |  +0.19650 j +0.22670
(02729) +272.77    |  -0.65457 j -0.75564
(02730) +272.87    |  +0.86249 j +0.99628
(02731) +272.97    |  -0.74129 j -0.85683
(02732) +273.07    |  +0.33760 j +0.39047
(02733) +273.17    |  +0.19429 j +0.22486
(02734) +273.27    |  -0.65143 j -0.75440
(02735) +273.37    |  +0.85961 j +0.99612
(02736) +273.47    |  -0.73978 j -0.85780
(02737) +273.57    |  +0.33803 j +0.39220
(02738) +273.67    |  +0.19209 j +0.22302
(02739) +273.77    |  -0.64830 j -0.75316
(02740) +273.87    |  +0.85674 j +0.99595
(02741) +273.97    |  -0.73826 j -0.85876
(02742) +274.07    |  +0.33844 j +0.39394
(02743) +274.17    |  +0.18991 j +0.22119
(02744) +274.27    |  -0.64518 j -0.75192
(02745) +274.37    |  +0.85388 j +0.99578
(02746) +274.47    |  -0.73674 j -0.85973
(02747) +274.57    |  +0.33885 j +0.39567
(02748) +274.67    |  +0.18773 j +0.21935
(02749) +274.77    |  -0.64207 j -0.75068
(02750) +274.87    |  +0.85102 j +0.99561
(02751) +274.97    |  -0.73523 j -0.86069
(02752) +275.07    |  +0.33925 j +0.39740
(02753) +275.17    |  +0.18557 j +0.21751
(02754) +275.27    |  -0.63897 j -0.74943
(02755) +275.37    |  +0.84816 j +0.99543
(02756) +275.47    |  -0.73371 j -0.86165
(02757) +275.57    |  +0.33965 j +0.39913
(02758) +275.67    |  +0.18341 j +0.21567
(02759) +275.77    |  -0.63587 j -0.74818
(02760) +275.87    |  +0.84531 j +0.99525
(02761) +275.97    |  -0.73219 j -0.86260
(02762) +276.07    |  +0.34003 j +0.40085
(02763) +276.17    |  +0.18127 j +0.21383
(02764) +276.27    |  -0.63279 j -0.74693
(02765) +276.37    |  +0.84247 j +0.99506
(02766) +276.47    |  -0.73066 j -0.86355
(02767) +276.57    |  +0.34041 j +0.40258
(02768) +276.67    |  +0.17914 j +0.21199
(02769) +276.77    |  -0.62972 j -0.74568
(02770) +276.87    |  +0.83963 j +0.99487
(02771) +276.97    |  -0.72914 j -0.86450
(02772) +277.07    |  +0.34078 j +0.40431
(02773) +277.17    |  +0.17701 j +0.21014
(02774) +277.27    |  -0.62666 j -0.74442
(02775) +277.37    |  +0.83680 j +0.99468
(02776) +277.47    |  -0.72761 j -0.86545
(02777) +277.57    |  +0.34115 j +0.40603
(02778) +277.67    |  +0.17490 j +0.20830
(02779) +277.77    |  -0.62361 j -0.74316
(02780) +277.87    |  +0.83397 j +0.99448
(02781) +277.97    |  -0.72609 j -0.86639
(02782) +278.07    |  +0.34150 j +0.40775
(02783) +278.17    |  +0.17280 j +0.20646
(02784) +278.27    |  -0.62056 j -0.74190
(02785) +278.37    |  +0.83115 j +0.99429
(02786) +278.47    |  -0.72456 j -0.86733
(02787) +278.57    |  +0.34185 j +0.40947
(02788) +278.67    |  +0.17071 j +0.20461
(02789) +278.77    |  -0.61753 j -0.74063
(02790) +278.87    |  +0.82833 j +0.99408
(02791) +278.97    |  -0.72303 j -0.86827
(02792) +279.07    |  +0.34219 j +0.41119
(02793) +279.17    |  +0.16863 j +0.20277
(02794) +279.27    |  -0.61451 j -0.73936
(02795) +279.37    |  +0.82551 j +0.99388
(02796) +279.47    |  -0.72150 j -0.86920
(02797) +279.57    |  +0.34252 j +0.41291
(02798) +279.67    |  +0.16657 j +0.20092
(02799) +279.77    |  -0.61149 j -0.73809
(02800) +279.87    |  +0.82270 j +0.99367
(02801) +279.97    |  -0.71996 j -0.87013
(02802) +280.07    |  +0.34285 j +0.41462
(02803) +280.17    |  +0.16451 j +0.19907
(02804) +280.27    |  -0.60849 j -0.73682
(02805) +280.37    |  +0.81990 j +0.99345
(02806) +280.47    |  -0.71843 j -0.87106
(02807) +280.57    |  +0.34317 j +0.41634
(02808) +280.67    |  +0.16246 j +0.19723
(02809) +280.77    |  -0.60550 j -0.73554
(02810) +280.87    |  +0.81710 j +0.99323
(02811) +280.97    |  -0.71689 j -0.87198
(02812) +281.07    |  +0.34348 j +0.41805
(02813) +281.17    |  +0.16042 j +0.19538
(02814) +281.27    |  -0.60251 j -0.73427
(02815) +281.37    |  +0.81431 j +0.99301
(02816) +281.47    |  -0.71536 j -0.87290
(02817) +281.57    |  +0.34378 j +0.41976
(02818) +281.67    |  +0.15840 j +0.19353
(02819) +281.77    |  -0.59954 j -0.73299
(02820) +281.87    |  +0.81152 j +0.99279
(02821) +281.97    |  -0.71382 j -0.87382
(02822) +282.07    |  +0.34408 j +0.42147
(02823) +282.17    |  +0.15638 j +0.19168
(02824) +282.27    |  -0.59657 j -0.73170
(02825) +282.37    |  +0.80874 j +0.99256
(02826) +282.47    |  -0.71228 j -0.87474
(02827) +282.57    |  +0.34436 j +0.42318
(02828) +282.67    |  +0.15438 j +0.18983
(02829) +282.77    |  -0.59362 j -0.73042
(02830) +282.87    |  +0.80596 j +0.99233
(02831) +282.97    |  -0.71074 j -0.87565
(02832) +283.07    |  +0.34465 j +0.42489
(02833) +283.17    |  +0.15238 j +0.18798
(02834) +283.27    |  -0.59067 j -0.72913
(02835) +283.37    |  +0.80319 j +0.99210
(02836) +283.47    |  -0.70919 j -0.87656
(02837) +283.57    |  +0.34492 j +0.42659
(02838) +283.67    |  +0.15040 j +0.18613
(02839) +283.77    |  -0.58773 j -0.72784
(02840) +283.87    |  +0.80042 j +0.99186
(02841) +283.97    |  -0.70765 j -0.87746
(02842) +284.07    |  +0.34519 j +0.42830
(02843) +284.17    |  +0.14842 j +0.18428
(02844) +284.27    |  -0.58481 j -0.72654
(02845) +284.37    |  +0.79765 j +0.99162
(02846) +284.47    |  -0.70610 j -0.87837
(02847) +284.57    |  +0.34544 j +0.43000
(02848) +284.67    |  +0.14646 j +0.18242
(02849) +284.77    |  -0.58189 j -0.72525
(02850) +284.87    |  +0.79490 j +0.99137
(02851) +284.97    |  -0.70455 j -0.87927
(02852) +285.07    |  +0.34570 j +0.43170
(02853) +285.17    |  +0.14450 j +0.18057
(02854) +285.27    |  -0.57898 j -0.72395
(02855) +285.37    |  +0.79214 j +0.99112
(02856) +285.47    |  -0.70300 j -0.88016
(02857) +285.57    |  +0.34594 j +0.43340
(02858) +285.67    |  +0.14256 j +0.17872
(02859) +285.77    |  -0.57608 j -0.72265
(02860) +285.87    |  +0.78939 j +0.99087
